DENOMINAZIONE,COMUNE,PROVINCIA,TELEFONO,EMAIL,AREA,SERVIZI,ATTIVITA,TIPOLOGIE PERSONE SVANTAGGIATE,WGS84_Y,WGS84_X,location
COOPERATIVA SOCIALE TREOTTOUNO VALIDAMENTE IDENTIFICATA IN SI- GLA COME TREOTTOUNO S.C.S. OPPURE 381 S.C.S. O ANCHE COOPERATIVA SOCIALE TREOTTOUNO S.C.R.L. ONLUS,Voghera,PV,038347307,treottouno@tiscali.it,,,"Altro, Manutenzione verde, Orto-floro-vivaismo, Pulizia ambienti","Detenuti, Disabili, Tossicodipendenti, Alcooldipendenti",44.99794437,9.0236866,"(44.99794437, 9.0236866)"
LAE DUE SOLIDARIETA' E LAVORO SOCIETA' COOPERATIVA SOCIALE ONLUS,Cremona,CR,0372 21601,info@laedue.it,,,"Altro, Cartotecnica e imball., Confezionamenti vari, Manutenzione verde, Pulizia ambienti, Servizi di informat.",Disabili,45.13868969,10.02543842,"(45.13868969, 10.02543842)"
COOPERATIVA DELLA COMUNITA' SOCIETA' COOPERATIVA SOCIALE,Stezzano,BG,0354559229,info@coopcomunita.it,,,"Apertura e chiusura parchi, Manutenzione verde, Pulizia ambienti","Disabili, Tossicodipendenti, Alcooldipendenti",45.64380643,9.64573222,"(45.64380643, 9.64573222)"
COOPERATIVA IL SENTIERO MUTUA DI LAVORO E ADDESTRAMENTO PROFESSIONALE SOCIETA' COOPERATIVA SOCIALE - ONLUS IN LIQUIDAZIONE IN BREVE IL SENTIERO SOCIETA' COOPERATIVA SOCIALE IN LIQUIDAZIONE,Bergamo,BG,035262320,sentiero.ci@libero.it,Disabili/Handicappati,Centro Diurno per disabili,,,45.69628566,9.63044505,"(45.69628566, 9.63044505)"
LUNA NUOVA SOCIETA' COOPERATIVA AGRICOLA SOCIALE ONLUS,Albiate,MB,0362930098,lunanuova@legalmail.it,,,"Agricola, Altro, Manutenzione verde, Orto-floro-vivaismo","Pazienti psichiatrici, Tossicodipendenti, Alcooldipendenti",45.65828829,9.25465609,"(45.65828829, 9.25465609)"
LA CATTEDRALE SOCIETA' COOPERATIVA SOCIALE,Milano,MI,3342436409,lacattedrale.cooperativasociale@gmail.com,Educativa,"Asilo Nido, Micronidi",,,45.47717017,9.09073607,"(45.47717017, 9.09073607)"
COOPERATIVA SOCIALE EKO-POLIS - SOCIETA' COOPERATIVA O.N.L.U.S.,Brescia,BS,030392481,presidenza@ekopolis.it,"Anziani, Disabili/Handicappati, Disagio Giovanile, Educativa, Emarginazione Sociale, Famiglia, Minori, Prevenzione del disagio, Stranieri","Animazione, Asilo Nido, Assistenza Domiciliare integrata Anziani, Assistenza Pre e Post Scolastica, Assistenza domiciliare minori, Assistenza scolastica ""ad personam"", Attività Extra scolastiche a minori, Centro Diurno integrato per anziani, Centro Ricreativo diurno minori, Informagiovani - Spazio giovani, Residenza Sanitaria assistenziale per anziani, Scuole Materne, Trasporto persone in situazione di bisogno",,,45.5319057,10.23959772,"(45.5319057, 10.23959772)"
IL BATTELLO SOCIETA' COOPERATIVA SOCIALE,Sarnico,BG,035914421,coopbattello@libero.it,Disabili/Handicappati,"Assistenza Pre e Post Scolastica, Casa Vacanza, Centro socio educativo, Servizi di formazione all'autonomia",,,45.66855912,9.95162131,"(45.66855912, 9.95162131)"
PER ASSISTERE E BADARE - SOCIETA' COOPERATIVA SOCIALE,Cormano,MI,026152040,,"Anziani, Disabili/Handicappati, Famiglia","Assistenza Domiciliare integrata Anziani, Assistenza Domiciliare integrata Disabili",,,45.54881446,9.15576179,"(45.54881446, 9.15576179)"
INEXODUS - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Sellero,BS,0364622179,segreteria@inexodus.it,,,"Agricola, Altro, Manutenzione verde, Pulizia ambienti, Valorizzazione del territorio","Disabili, Tossicodipendenti, Alcooldipendenti",46.06928313,10.34758971,"(46.06928313, 10.34758971)"
L'ALTERNATIVA SOCIETA' COOPERATIVA SOCIALE,Pavia,PV,3486005294,villaticinum.cdg@tiscali.it,"Alcooldipendenza, Altro, Detenuti, Disabili/Handicappati, Educativa, Emarginazione Sociale, Malati AIDS, Minori, Prevenzione del disagio, Psichiatria, Stranieri, Tossicodipendenza","Animazione culturale  e territoriale, Centro di Ascolto - Segretariato, Comunità Accoglienza residenziale, Comunità Terapeutica Tossicodipendenti",,,45.18857637,9.14096063,"(45.18857637, 9.14096063)"
L'IMPRONTA SOCIETA' COOPERATIVA SOCIALE,Seriate,BG,035302061,amministrazione@coopimpronta.it,"Anziani, Disabili/Handicappati, Disagio Giovanile, Educativa, Famiglia, Minori","Alloggi protetti, Asilo Nido, Assistenza Domiciliare integrata Anziani, Assistenza Domiciliare integrata Disabili, Assistenza Pre e Post Scolastica, Assistenza domiciliare minori, Assistenza scolastica ""ad personam"", Attività Extra scolastiche a minori, Centri di prima infanzia, Centro Diurno per disabili, Centro di Aggregazione Giovanile, Informagiovani - Spazio giovani, Ludoteca - baby parking, Servizi di formazione all'autonomia",,,45.67817098,9.72026537,"(45.67817098, 9.72026537)"
OR.S.A. SOCIETA' COOPERATIVA SOCIALE,Bergamo,BG,039656171,info@cooperativaorsa.it,"Educativa, Minori","Asilo Nido, Assistenza Pre e Post Scolastica, Centro Ricreativo diurno minori, Scuola materna",,,45.69336324,9.67711663,"(45.69336324, 9.67711663)"
CAF DUE SOCIETA' COOPERATIVA SOCIALE - ONLUS,Paderno Dugnano,MI,0299041415,info@cafdue.it,"Anziani, Famiglia, Malati AIDS, Psichiatria",Altro,,,45.55684608,9.15852383,"(45.55684608, 9.15852383)"
LIFE COOPERATIVA SOCIALE - ONLUS,Cervesina,PV,038228850,pavia@confcooperative.it,"Anziani, Disabili/Handicappati","Assistenza Domiciliare integrata Anziani, Residenza Sanitaria assistenziale per anziani",,,45.05891597,9.01468824,"(45.05891597, 9.01468824)"
ACCOGLIENZA MIGRANTI DON RENATO MONOLO - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Brescia,BS,0302403037,direzione@accoglienzamigranti.com,"Minori, Stranieri","Centro di Ascolto - Segretariato, Comunità Accoglienza residenziale",,,45.5327006,10.21307381,"(45.5327006, 10.21307381)"
GERMOGLIO SOCIETA' COOPERATIVA SOCIALE,Livigno,SO,0342979174,duiliorodigari@libero.it,,,"Altro, Pulizia ambienti, Servizi cimiteriali, Trasporto persone, Volantinaggio",Disabili,46.53695747,10.14167709,"(46.53695747, 10.14167709)"
SPECCHIO MAGICO COOPERATIVA SOCIALE O.N.L.U.S.,Monte Marenzo,LC,3386414146,info@specchiomagico.org,"Disabili/Handicappati, Disagio Giovanile, Educativa, Famiglia, Minori, Prevenzione del disagio, Stranieri","Asilo Nido, Assistenza scolastica ""ad personam"", Attività Extra scolastiche a minori, Ludoteca - baby parking",,,45.76945357,9.45427237,"(45.76945357, 9.45427237)"
COOPERATIVA DI SOLIDARIETA' E LAVORO IL CORNIOLO COOPERATIVA SOCIALE A R.L.,Cornaredo,MI,029363529,coopilcorniolo@libero.it,,,"Altro, Lavanderia, Pulizia ambienti, Sorveglianza e portierato, Spazzamento e pulizia strade","Disabili, Pazienti psichiatrici",45.49054312,9.02957106,"(45.49054312, 9.02957106)"
COOPERATIVA SOCIALE GPII (GESTIONI PROFESSIONALI PER L'INDUSTRIA ITALIANA) SOCIETA' COOPERATIVA ONLUS,Pregnana Milanese,MI,02-93595363,info@gpii.it,,,"Assembl. meccanici, Assemblaggio elett., Confezionamenti vari, Progettazioni grafiche, Pulizia ambienti, Sgomberi locali, Tipografia e stampa",Disabili,45.51041953,9.00773935,"(45.51041953, 9.00773935)"
CROCE D'ORO BRIANZA SOCIETA' COOPERATIVA SOCIALE,Monza,MB,0362244176,,Altro,Trasporto persone in situazione di bisogno,,,45.58048305,9.29743755,"(45.58048305, 9.29743755)"
ARIMO SOCIETA' COOPERATIVA SOCIALE,Giussago,PV,0382924814,info@arimo.org,Minori,"Comunità Alloggio per autonomia minori, Comunità educative, Servizi di formazione all'autonomia",,,45.26937831,9.14459904,"(45.26937831, 9.14459904)"
INFRASTRUTTURE SOCIALI - SOCIETA' COOPERATIVA SOCIALE,Brescia,BS,0302319140,,,,,,45.51915843,10.22884759,"(45.51915843, 10.22884759)"
LA SALUTE IN VALLE-SOCIETA' COOPERATIVA SOCIALE-ONLUS,Ceto,BS,0364342133,lasaluteinvalle@tiscali.it,"Alcooldipendenza, Anziani, Disabili/Handicappati, Educativa, Famiglia, Malati AIDS, Minori, Prevenzione del disagio, Psichiatria, Tossicodipendenza",Altro,,,45.99845196,10.33987754,"(45.99845196, 10.33987754)"
CONSORZIO SERVIZI DIPENDENZE BERGAMO SOCIETA' COOPERATIVA SOCIALE- ONLUS,Bergamo,BG,0350063511,,,,,,45.68860779,9.66303803,"(45.68860779, 9.66303803)"
LIBERA COMPAGNIA DI ARTI & MESTIERI SOCIALI COOPERATIVA SOCIALE A R.L.,San Donato Milanese,MI,0298248205,artiemestierisociali@artiemestierisocial,"Altro, Anziani, Detenuti, Disabili/Handicappati, Disagio Giovanile, Educativa, Emarginazione Sociale, Famiglia, Minori, Prevenzione del disagio, Stranieri","Altro, Assistenza Pre e Post Scolastica, Assistenza domiciliare minori, Assistenza scolastica ""ad personam"", Centro Diurno integrato per anziani, Centro Diurno per disabili, Centro di Aggregazione Giovanile, Comunità per minori, Educatori di Strada, Formazione - Consulenza - Progettazione, Servizi di formazione all'autonomia",,,45.40931269,9.27159456,"(45.40931269, 9.27159456)"
ARCOBALENO COOPERATIVA SOCIALE-ONLUS,Pavia,PV,038221011,segreteria@istitutosangiorgio.it,"Educativa, Famiglia, Minori","Istituti scolastici primo e secondo grado, Scuole Materne",,,45.18580332,9.14806559,"(45.18580332, 9.14806559)"
ALMA FABER - SOCIETA' COOPERATIVA SOCIALE ONLUS,Oggiono,LC,0341 240106,info@almafaber.com,,,"Cartotecnica e imball., Falegnameria, Officina meccanica","Disabili, Tossicodipendenti, Alcooldipendenti",45.80538625,9.35935598,"(45.80538625, 9.35935598)"
S.E.S.A. - SOCIETA' COOPERATIVA SOCIALE,Villa di Tirano,SO,0342201609,info@progettovitaonlus.it,"Anziani, Educativa",Assistenza Domiciliare integrata Anziani,,,46.20278591,10.12949852,"(46.20278591, 10.12949852)"
PICCOLA CASA DIVINA PROVVIDENZA SOCIETA' COOPERATIVA SOCIALE,Maleo,LO,037758000,rsatrabattoni@fastpiu.it,Anziani,Residenza Sanitaria assistenziale per anziani,,,45.16943442,9.76483535,"(45.16943442, 9.76483535)"
SOCIETA' COOPERATIVA SOCIALE LA BOTTEGA - ONLUS,Lissone,MB,0392456003,cooplabottega@gmail.com,,,"Assembl. meccanici, Confezionamenti vari, Facchinaggio e traslochi, Manutenzione stabili, Pulizia ambienti, Sgomberi locali, Tipografia e stampa","Disabili, Pazienti psichiatrici",45.61503205,9.24042506,"(45.61503205, 9.24042506)"
IL GRAPPOLO SOCIETA' COOPERATIVA SOCIALE A RESPONSABILITA' LIMITATA O.N.L.U.S. IN BREVE IL GRAPPOLO O.N.L.U.S.,Limbiate,MB,0223164988,asilonido.ilgrappolo@libero.it,Minori,Altro,,,45.60413881,9.11598055,"(45.60413881, 9.11598055)"
LA RUOTA - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Parabiago,MI,0331872112,info@laruota1.191.it,"Altro, Disabili/Handicappati, Disagio Giovanile, Educativa, Emarginazione Sociale, Famiglia, Minori, Prevenzione del disagio","Altro, Asilo Nido, Assistenza Pre e Post Scolastica, Assistenza domiciliare minori, Centro Ricreativo diurno minori, Centro socio educativo, Comunità per minori, Comunità socio sanitaria per disabili, Formazione - Consulenza - Progettazione, Ludoteca - baby parking, Servizi di formazione all'autonomia",,,45.54866425,8.95041768,"(45.54866425, 8.95041768)"
RISTART WORKING SOCIETA' COOPERATIVA SOCIALE-ONLUS,Buccinasco,MI,3202680152,,,,"Altro, Manutenzione stabili",Detenuti,45.41604991,9.11590096,"(45.41604991, 9.11590096)"
FRATERNITA' GESTIONI IMPRESA SOCIALE SOCIETA' COOPERATIVA SOCIALE- ONLUS,Brescia,BS,0308359400,navediharlock@fraternita.it,,,,,45.52630309,10.25006497,"(45.52630309, 10.25006497)"
L'ABBRACCIO SOCIETA' COOPERATIVA SOCIALE - ONLUS,Brescia,BS,0376710525,,"Anziani, Disabili/Handicappati","Residenza Sanitaria assistenziale per anziani, Residenza sanitaria Assistenziale per disabili",,,45.53485572,10.21235515,"(45.53485572, 10.21235515)"
PIANETA AZZURRO. SOCIETA' COOPERATIVA SOCIALE ONLUS,Corsico,MI,0245100913,pa@pianetaazzurro.com,"Disabili/Handicappati, Educativa, Minori","Animazione, Asilo Nido, Assistenza Pre e Post Scolastica, Assistenza scolastica ""ad personam""",,,45.43340337,9.10560894,"(45.43340337, 9.10560894)"
SOCIETA' COOPERATIVA SOCIALE CITTA' DEL SOLE - O.N.L.U.S.,Bergamo,BG,0355098746,amministrazione@cooperativa-cittadelsole,"Anziani, Disabili/Handicappati, Educativa, Minori","Asilo Nido, Assistenza Domiciliare integrata Anziani, Assistenza Pre e Post Scolastica, Assistenza domiciliare minori, Assistenza scolastica ""ad personam"", Attività Extra scolastiche a minori, Centro socio educativo, Scuole Materne, Servizi di formazione all'autonomia",,,45.67999179,9.66697789,"(45.67999179, 9.66697789)"
IKAROS FORMAZIONE - SOCIETA' COOPERATIVA SOCIALE - IN LIQUIDAZIONE,Bergamo,BG,035246432,p.covili@cooperativaikaros.org,"Disabili/Handicappati, Disagio Giovanile, Educativa, Minori",Formazione - Consulenza - Progettazione,,,45.69435316,9.6768952,"(45.69435316, 9.6768952)"
COOPERATIVA SOCIALE ONLUS G. TONINI - G. BONINSEGNA - SOCIETA' COOPERATIVA SOCIALE,Brescia,BS,030 3756559,tonini@toniniboninsegna.it,Disabili/Handicappati,Residenza sanitaria Assistenziale per disabili,,,45.54348891,10.24066822,"(45.54348891, 10.24066822)"
SOLIGRAF - SOCIETA' COOPERATIVA SOCIALE DI SOLIDARIETA',Melegnano,MI,0298127285,segreteria@soligraf.it,,,"Altro, Assembl. meccanici, Assemblaggio elett., Confezionamenti vari, Facchinaggio e traslochi, Pulizia ambienti, Servizi di informat., Sorveglianza e portierato, Tipografia e stampa","Detenuti, Disabili",45.35859977,9.32397709,"(45.35859977, 9.32397709)"
COMUNICAZIONI SOCIETA' COOPERATIVA SOCIALE,Pero,MI,3470469072,,"Altro, Disabili/Handicappati, Educativa, Famiglia, Minori","Altro, Attività Extra scolastiche a minori",,,45.50801735,9.09024471,"(45.50801735, 9.09024471)"
COOPERATIVA SOCIALE EUREKA SOC. COOP. A R.L.,San Donato Milanese,MI,0255607420,info@coopeureka.it,"Anziani, Disabili/Handicappati, Educativa, Famiglia, Minori, Prevenzione del disagio, Stranieri","Altro, Asilo Nido, Assistenza Domiciliare integrata Disabili, Assistenza Pre e Post Scolastica, Assistenza scolastica ""ad personam"", Attività Extra scolastiche a minori, Ludoteca - baby parking, Micronidi, Servizi per immigrati",,,45.40097625,9.2722711,"(45.40097625, 9.2722711)"
L'AQUILONE - COOPERATIVA SOCIALE,Vilminore di Scalve,BG,034651145,cooperativaverde@scalve.it,,,"Altro, Confezionamenti vari, Consegna pasti, Gestione biblioteche e musei, Gestione mense, Lavanderia, Pulizia ambienti, Trasporto persone",Disabili,45.99712658,10.09469226,"(45.99712658, 10.09469226)"
BERGAMO SANITA' SOCIETA' COOPERATIVA SOCIALE,Bergamo,BG,3494986235,servizisociosanitari@alice.it,"Alcooldipendenza, Anziani, Tossicodipendenza","Altro, Assistenza Domiciliare integrata Anziani, Scuola materna",,,45.69712316,9.68662873,"(45.69712316, 9.68662873)"
SOLELUNA SOCIETA' COOPERATIVA SOCIALE,Biassono,MB,039275436,coopsunmoon@virgilio.it,"Educativa, Minori",Asilo Nido,,,45.6354644,9.27166755,"(45.6354644, 9.27166755)"
LA SFIDA SOCIETA' COOPERATIVA SOCIALE,Bergamo,BG,035249208,progetti@coesi.coop,,,Altro,Disabili,45.69455687,9.65698383,"(45.69455687, 9.65698383)"
BLUE ROSE COOPERATIVA SOCIALE - ONLUS,Monza,MB,0392319714,info@blueroseonlus.it,"Anziani, Disabili/Handicappati, Malati AIDS",Residenza Sanitaria assistenziale per anziani,,,45.58529167,9.26520144,"(45.58529167, 9.26520144)"
IL LEGACCIO SOCIETA' COOPERATIVA SOCIALE ONLUS,Cremona,CR,0372800626,illegaccio@fastpiu.it,,,Confezionamenti vari,"Disabili, Pazienti psichiatrici, Tossicodipendenti, Alcooldipendenti",45.14792346,9.99564794,"(45.14792346, 9.99564794)"
MONDO NUOVO - COOPERATIVA-SOCIALE,Brescia,BS,0303771361,santacamilla@libero.it,,,Lavanderia,"Detenuti, Disabili",45.568209,10.24567538,"(45.568209, 10.24567538)"
EDITEMP SOCIETA' COOPERATIVA SOCIALE,Lainate,MI,3332749309,editemp@happy-child.it,"Famiglia, Minori",Altro,,,45.57782972,9.03178555,"(45.57782972, 9.03178555)"
FABIS COOPERATIVA SOCIALE ONLUS,Vigevano,PV,038173519,,"Anziani, Disabili/Handicappati",Casa Albergo per anziani,,,45.30866429,8.85391718,"(45.30866429, 8.85391718)"
"COOPERATIVA SOCIALE ANNI FELICI - ONLUS, VALIDAMENTE IDENTIFICATA IN SIGLA ANCHE COME COOPERATIVA SOCIALE ANNI FELICI A R.L. OPPURE ANNI FELICI S.C.S.",Pavia,PV,038228850,pavia@confcooperative.it,Anziani,Casa Albergo per anziani,,,45.18524522,9.15610319,"(45.18524522, 9.15610319)"
ITALASSISTANCE COOPERATIVA SOCIALE A RESPONSABILITA' LIMITATA,Macherio,MB,0392323500,capra.anna@hotmail.it,"Anziani, Detenuti, Disabili/Handicappati",Altro,,,45.64042644,9.2639411,"(45.64042644, 9.2639411)"
GIOC'ONDA SERVIZI INFANZIA SOCIETA' COOPERATIVA SOCIALE ONLUS O IN FORMA ABBREVIATA GIOC'ONDA S.I.SOC.COOP. SOCIALE ONLUS IN LIQUIDAZIONE,Cremona,CR,0372450249,amministrazione@giocondaweb.it,"Altro, Famiglia, Minori","Altro, Assistenza Pre e Post Scolastica, Istituti Educativi Assistenziali per minori",,,45.13915913,10.03242172,"(45.13915913, 10.03242172)"
PROGETTO A. SOCIETA' COOPERATIVA SOCIALE VALIDAMENTE SIGLABILE ANCHE COME PROGETTO A. S.C.S.,Bergamo,BG,039656171,,"Disabili/Handicappati, Disagio Giovanile, Educativa, Emarginazione Sociale, Minori, Stranieri","Altro, Assistenza Pre e Post Scolastica, Casa Vacanza, Centro di Aggregazione Giovanile, Comunità Accoglienza residenziale",,,45.69336324,9.67711663,"(45.69336324, 9.67711663)"
ANKISE COOPERATIVA SOCIALE A R.L.,Rho,MI,02-39467298,,"Anziani, Disabili/Handicappati",Altro,,,45.53588699,9.03341938,"(45.53588699, 9.03341938)"
IL CENTRO NEL CUORE SOCIETA' COOPERATIVA SOCIALE ONLUS,Brescia,BS,0302808906,,Educativa,Scuola materna,,,45.53440493,10.21517701,"(45.53440493, 10.21517701)"
MEDISAN SOCIETA' COOPERATIVA SOCIALE ONLUS,Bollate,MI,0392054056,,"Anziani, Disabili/Handicappati, Disagio Giovanile, Minori",Assistenza Domiciliare infermieristica,,,45.54391973,9.11678408,"(45.54391973, 9.11678408)"
LAVORI IN CORSO 1994 - SOCIETA' COOPERATIVA SOCIALE,Desio,MB,0362629035,imbianchinidesio@libero.it,,,"Altro, Manutenzione stabili, Tinteggiatura",Disabili,45.61637653,9.21300111,"(45.61637653, 9.21300111)"
ESEDRA ENERGIA - SOCIETA' COOPERATIVA SOCIALE,Cantù,CO,031733368,monica.delucca@esedracoop.it,,,"Assemblaggio elett., Progettazione e istallazione impianti fotovoltaici","Disabili, Pazienti psichiatrici, Tossicodipendenti, Alcooldipendenti",45.73359879,9.15184408,"(45.73359879, 9.15184408)"
LA ROGGIA SOCIETA' COOPERATIVA SOCIALE,Gaggiano,MI,34894907705,UFFICIO.LAROGGIA@GMAIL.COM,Minori,Altro,,,45.40660753,9.03371415,"(45.40660753, 9.03371415)"
INTERVOL SOC. COOP. SOCIALE ONLUS,Paderno Dugnano,MI,0291084210,info@coop-intervol.it,"Anziani, Disabili/Handicappati","Assistenza Domiciliare integrata Anziani, Assistenza Domiciliare integrata Disabili",,,45.56185243,9.15427285,"(45.56185243, 9.15427285)"
CONTINA - COOPERATIVA SOCIALE,Rosate,MI,0290849494,amministrazione.contina@alice.it,"Disagio Giovanile, Malati AIDS, Minori, Tossicodipendenza",Altro,,,,,
COOPERATIVA SOCIALE AISE S.C.R.L. O.N.L.U.S.,Sedriano,MI,0290111779,amministrazione@aiseweb.it,"Alcooldipendenza, Detenuti, Disagio Giovanile, Educativa, Emarginazione Sociale, Famiglia, Minori, Prevenzione del disagio, Tossicodipendenza","Comunità Terapeutica Tossicodipendenti, Comunità per minori",,,45.4856828,8.98475865,"(45.4856828, 8.98475865)"
LE QUERCE SOCIETA' COOPERATIVA SOCIALE,Cremona,CR,0372453311,lazolla@tin.it,,,"Agricola, Allevamento, Assembl. meccanici, Manutenzione verde, Pulizia ambienti, Raccolta differenz.","Tossicodipendenti, Alcooldipendenti",45.14144264,10.08796891,"(45.14144264, 10.08796891)"
COOPERATIVA SOCIALE DI LAVORO E SOLIDARIETA',Lainate,MI,0293572178,coop@csls.it,,,"Assembl. meccanici, Assemblaggio elett., Confezionamenti vari",Disabili,45.56850074,9.01256689,"(45.56850074, 9.01256689)"
CORNUCOPIA - SOCIETA' COOPERATIVA SOCIALE,Darfo Boario Terme,BS,0364321568,segreteria@coopcornucopia.it,"Disagio Giovanile, Educativa, Emarginazione Sociale, Famiglia, Minori, Prevenzione del disagio, Stranieri",Altro,,,45.8891515,10.1891472,"(45.8891515, 10.1891472)"
SER.E.N.A. COOPERATIVA SOCIALE,Bergamo,BG,035313880,info@serenacoop.it,"Anziani, Disabili/Handicappati, Educativa, Minori","Altro, Assistenza Domiciliare integrata Anziani, Assistenza Pre e Post Scolastica, Assistenza domiciliare minori, Assistenza scolastica ""ad personam"", Centro Diurno integrato per anziani, Residenza sanitaria Assistenziale per disabili, Scuole Materne",,,45.68502667,9.69141781,"(45.68502667, 9.69141781)"
PANDEMONIUM TEATRO SOCIETA' COOPERATIVA SOCIALE O.N.L.U.S.,Bergamo,BG,035235039,vanz@pandemoniumteatro.org,"Educativa, Famiglia, Minori, Psichiatria","Animazione culturale  e territoriale, Attività Extra scolastiche a minori, Formazione - Consulenza - Progettazione, Istituti scolastici primo e secondo grado",,,45.69225219,9.67045111,"(45.69225219, 9.67045111)"
RESCUE ASSISTANCE SOCIETA' COOPERATIVA SOCIALE ONLUS,Lissone,MB,0233105330,,Altro,Altro,,,45.60854929,9.24333344,"(45.60854929, 9.24333344)"
COOPERATIVA SOCIALE CARLA CAGNOLA PER IL SERVIZIO ALL'ANZIANO E AL MALATO - ONLUS,Lissone,MB,0392457668,coop.cagnola@alice.it,Anziani,Assistenza Domiciliare integrata Anziani,,,45.60779684,9.2394872,"(45.60779684, 9.2394872)"
ACQUARIO SOCIETA' COOPERATIVA SOCIALE,Mantova,MN,0376302610,coopacquario@gmail.com,"Alcooldipendenza, Detenuti, Disagio Giovanile, Educativa, Emarginazione Sociale, Famiglia, Malati AIDS, Prevenzione del disagio, Psichiatria",Comunità Terapeutica Tossicodipendenti,,,,,
COSTA SORRISO SOCIETA' COOPERATIVA SOCIALE - ONLUS,Maccagno,VA,3774785939,,,,"Affissione manifesti, Agricola, Allevamento, Apertura e chiusura parchi, Assembl. meccanici, Assemblaggio elett., Cartotecnica e imball., Consegna pasti, Custodia parcheggi, Facchinaggio e traslochi, Falegnameria, Gestione bar, Gestione biblioteche e musei, Gestione caseificio, Gestione isola ecologica, Lavanderia, Lavorazione legno, Legatoria, Manufatti in cuoio, Officina meccanica, Produzione segnaletica stradale, Progettazione e istallazione impianti fotovoltaici, Pulizia ambienti, Raccolta differenz., Recupero e vendita beni usati, Rilievi topografici, Servizi cimiteriali, Servizi di informat., Sgomberi locali, Tessitura in genere, Tinteggiatura, Tipografia e stampa, Trasporto merci, Trasporto persone, Valorizzazione del territorio",Disabili,46.04171637,8.740124,"(46.04171637, 8.740124)"
